0-1,6525878,lavadora,linea blanca,457710,10/10/2016
0-2,5180301,lavadora,linea blanca,11297,11/10/2016
0-3,8022915,lavadora,linea blanca,402986,12/10/2016
0-4,7622718,lavadora,linea blanca,142179,13/10/2016
0-5,1668713,lavadora,linea blanca,893938,14/10/2016
0-6,3313036,lavadora,linea blanca,31488,15/10/2016
0-7,8979007,plancha,linea blanca,336410,16/10/2016
0-8,3781171,plancha,linea blanca,172499,17/10/2016
0-9,2934508,plancha,linea blanca,210032,18/10/2016
0-10,6944896,plancha,linea blanca,707118,19/10/2016
0-11,5328813,plancha,linea blanca,453515,20/10/2016
0-12,4616431,plancha,linea blanca,348272,21/10/2016
0-13,6959509,plancha,linea blanca,135108,22/10/2016
0-14,8978405,plancha,linea blanca,566227,23/10/2016
0-15,5871956,plancha,linea blanca,803205,24/10/2016
0-16,8710378,plancha,linea blanca,315853,25/10/2016
0-17,6818916,plancha,linea blanca,271391,26/10/2016
0-18,6868996,plancha,linea blanca,26549,27/10/2016
0-19,1076903,plancha,linea blanca,238886,28/10/2016
0-20,1449698,plancha,linea blanca,34106,29/10/2016
0-21,4050026,refri,linea blanca,745657,30/10/2016
0-22,8100050,refri,linea blanca,652607,31/10/2016
0-23,8575299,refri,linea blanca,704995,01/11/2016
0-24,8302969,refri,linea blanca,986271,02/11/2016
0-25,4293613,refri,linea blanca,183140,03/11/2016
0-26,8920532,refri,linea blanca,499026,04/11/2016
0-27,2217030,refri,linea blanca,474324,05/11/2016
0-28,8621586,refri,linea blanca,257573,06/11/2016
0-29,5992732,refri,linea blanca,300159,07/11/2016
0-30,4518230,refri,linea blanca,39290,08/11/2016
0-31,1437974,refri,linea blanca,549634,09/11/2016
0-32,2961228,refri,linea blanca,235198,10/11/2016
0-33,8823401,refri,linea blanca,312046,11/11/2016
0-34,8684010,refri,linea blanca,80556,12/11/2016
0-35,5270344,refri,linea blanca,747089,13/11/2016
0-36,4248875,refri,linea blanca,1897,14/11/2016
0-37,8782281,refri,linea blanca,435959,15/11/2016
0-38,4799228,refri,linea blanca,382429,16/11/2016
0-39,4348753,refri,linea blanca,873784,17/11/2016
0-40,4708363,refri,linea blanca,347469,18/11/2016
0-41,6737109,refri,linea blanca,124046,19/11/2016
0-42,2334699,refri,linea blanca,20023,20/11/2016
0-43,3451731,refri,linea blanca,306669,21/11/2016
0-44,4432795,refri,linea blanca,668726,22/11/2016
0-45,3140402,refri,linea blanca,245830,23/11/2016
0-46,3997295,refri,linea blanca,131707,24/11/2016
0-47,7421017,refri,linea blanca,649794,25/11/2016
0-48,1480577,refri,linea blanca,947629,26/11/2016
0-49,7024027,refri,linea blanca,886591,27/11/2016
0-50,6701122,refri,linea blanca,381744,28/11/2016
